Company,Memory_Structure_Categories,Gpu_Type,Gpu_Company,OpSys,Cpu_Company,Inches,CPU_Frequency_Numeric,Ram_Numeric,Size_Numeric,Weight_Numeric,Price_dollars
Toshiba,SSD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.5,16,256,2.4,1568
Toshiba,SSD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.5,16,512,2.4,1543
Lenovo,SSD,GeForce GTX 1060,Nvidia,No OS,Intel,15.6,2.8,16,512,2.4,1538
MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16,256,2.4,1423
MSI,Hybrid,GeForce GTX 960M,Nvidia,Windows 10,Intel,15.6,2.6,8,128,2.4,1352
MSI,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2.4,1319
Lenovo,SSD,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,16,512,2.4,1319
Lenovo,Hybrid,GeForce GTX 1060,Nvidia,No OS,Intel,15.6,2.8,8,256,2.4,1264
MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8,128,2.4,1257
Lenovo,Hybrid,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,16,256,2.4,1242
Acer,Hybrid,GeForce GTX 950M,Nvidia,Windows 10,Intel,15.6,2.5,12,128,2.4,1110
Lenovo,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,4,1000,2.4,1099
Lenovo,Hybrid,GeForce GTX 1060,Nvidia,No OS,Intel,15.6,2.5,8,128,2.4,1088
Lenovo,SSD,GeForce GTX 1050M,Nvidia,No OS,Intel,15.6,2.8,8,256,2.4,956
Acer,HDD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.8,8,1000,2.4,931
Lenovo,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,1000,2.4,901
Lenovo,Hybrid,GeForce GTX 1050,Nvidia,No OS,Intel,15.6,2.5,8,128,2.4,890
Acer,Hybrid,GeForce GTX 950M,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2.4,879
Acer,HDD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.5,8,1000,2.4,878
Acer,HDD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.8,8,1000,2.4,857
Lenovo,SSD,GeForce GTX 1050,Nvidia,No OS,Intel,15.6,2.5,8,256,2.4,857
Acer,HDD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.5,8,1000,2.4,780
Lenovo,SSD,GeForce 920MX,Nvidia,Windows 10,Intel,15.6,2.5,6,256,2.4,765
Lenovo,HDD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.5,4,1000,2.4,670
Lenovo,SSD,GeForce 920MX,Nvidia,Windows 10,Intel,15.6,2.3,6,128,2.4,626
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,6,1000,2.4,620
Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,500,2.4,615
Lenovo,HDD,Radeon R5 430,AMD,Windows 10,AMD,15.6,2.4,6,1000,2.4,549
Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,1000,2.4,549
Acer,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,500,2.4,495
Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,2.2,8,1000,2.4,494
Acer,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2.5,4,500,2.4,486
Acer,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,500,2.4,452
Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,2.2,4,500,2.4,426
Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,1000,2.4,422
Acer,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4,500,2.4,418
Acer,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4,500,2.4,398
Acer,HDD,HD Graphics 400,Intel,Linux,Intel,15.6,1.6,4,500,2.4,318
Acer,HDD,HD Graphics 400,Intel,Linux,Intel,15.6,1.6,4,500,2.4,318
Acer,HDD,HD Graphics 400,Intel,Linux,Intel,15.6,1.6,4,500,2.4,318
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,500,2.38,1161
Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2.37,1209
Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,4,256,2.37,935
Asus,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.37,824
Asus,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,1000,2.37,439
Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8,128,2.36,1077
Dell,SSD,Radeon R7 M445,AMD,Linux,Intel,15.6,2.7,16,256,2.36,989
Dell,SSD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.5,8,256,2.36,978
Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,8,1000,2.36,824
Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,17.3,2,4,1000,2.36,725
Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.5,8,1000,2.36,703
Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.5,8,1000,2.36,703
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,2000,2.36,613
Asus,Hybrid,GeForce GTX 1070,Nvidia,Windows 10,Intel,15.6,2.6,16,256,2.34,2558
Dell,SSD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,8,256,2.33,989
Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8,128,2.33,928
Dell,SSD,Radeon R7 M445,AMD,Linux,Intel,15.6,2.7,8,256,2.33,857
Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,16,2000,2.32,1089
Lenovo,Hybrid,Radeon R5 M330,AMD,Windows 7,Intel,15.6,2.5,8,1000,2.32,985
Lenovo,Hybrid,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.5,4,1000,2.32,908
Lenovo,HDD,Radeon R5 M330,AMD,No OS,Intel,15.6,2.3,8,1000,2.32,659
Dell,HDD,Radeon R7 M445,AMD,Linux,Intel,15.6,2.5,8,1000,2.32,648
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.9,8,512,2.31,1687
HP,SSD,HD Graphics 630,Intel,Windows 10,Intel,15.6,2.9,8,256,2.31,1570
HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.31,1319
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4,500,2.31,1308
HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8,256,2.31,1282
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.6,8,256,2.31,1236
HP,HDD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.3,4,500,2.31,1034
HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.31,776
Lenovo,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.8,16,512,2.3,2690
Asus,Hybrid,GeForce GTX 950M,Nvidia,Windows 10,Intel,15.6,2.7,16,512,2.3,1979
Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,8,128,2.3,1821
Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.5,8,128,2.3,1814
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.6,8,256,2.3,1682
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8,256,2.3,1484
Dell,SSD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,16,256,2.3,1299
MSI,Hybrid,GeForce GTX 960M,Nvidia,Windows 10,Intel,15.6,2.6,8,128,2.3,1286
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8,256,2.3,1203
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8,256,2.3,1155
Lenovo,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2.3,1113
Lenovo,HDD,GeForce GTX 950M,Nvidia,Windows 10,Intel,15.6,2.3,4,1000,2.3,1075
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2.3,1002
Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,16,1000,2.3,945
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.3,936
Asus,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,12,2000,2.3,923
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2.3,913
Lenovo,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,8,128,2.3,901
Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8,1000,2.3,887
Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8,1000,2.3,887
Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8,1000,2.3,887
Asus,SSD,GeForce GTX 930MX,Nvidia,Windows 10,Intel,15.6,2.7,8,256,2.3,866
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,12,1000,2.3,784
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,500,2.3,753
Fujitsu,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,256,2.3,714
Dell,SSD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,4,256,2.3,703
Dell,SSD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.5,4,256,2.3,659
Asus,HDD,GeForce 940MX,Nvidia,Linux,Intel,15.6,2.4,8,1000,2.3,657
Asus,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,128,2.3,649
Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,4,500,2.3,644
Lenovo,SSD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,8,256,2.3,630
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,128,2.3,622
Asus,HDD,GeForce 940MX,Nvidia,Linux,Intel,15.6,2.5,8,1000,2.3,575
Dell,SSD,Radeon R7 M440,AMD,Windows 10,Intel,15.6,2,4,128,2.3,549
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,8,1000,2.3,516
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,8,1000,2.3,505
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6,1000,2.3,505
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6,1000,2.3,505
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6,1000,2.3,505
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6,1000,2.3,483
Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,1000,2.3,461
Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,500,2.29,539
Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8,1000,2.29,505
Asus,Hybrid,GeForce GT 940MX,Nvidia,Windows 10,Intel,15.6,2.7,12,512,2.26,1209
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,12,1000,2.25,714
Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,4,500,2.25,659
Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,2.5,4,1000,2.25,615
Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2,4,1000,2.25,512
Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2,4,1000,2.25,471
Dell,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4,1000,2.25,395
Asus,SSD,GeForce GTX1080,Nvidia,Windows 10,Intel,15.6,2.8,24,512,2.24,3265
Asus,Hybrid,GeForce GTX1060,Nvidia,Windows 10,Intel,15.6,2.8,8,128,2.24,1473
Dell,HDD,Radeon R5 M315,AMD,Windows 7,Intel,15.6,2.3,4,500,2.24,846
Dell,HDD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.3,4,500,2.24,811
Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,8,1000,2.24,622
Dell,Hybrid,Quadro M620,Nvidia,Windows 10,Intel,15.6,3,8,64,2.23,2192
Dell,HDD,Quadro M620,Nvidia,Windows 10,Intel,15.6,2.8,8,1000,2.23,1956
Dell,HDD,FirePro W5130M,AMD,Windows 10,Intel,15.6,2.6,8,500,2.23,1506
Acer,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8,1000,2.23,816
Acer,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,4,256,2.23,760
Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,500,2.23,681
Acer,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,4,1000,2.23,678
Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,6,1000,2.23,604
Acer,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2,4,1000,2.23,598
Acer,SSD,Radeon R5,AMD,Windows 10,AMD,15.6,2.2,8,256,2.23,516
HP,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,12,128,2.21,1460
Asus,Hybrid,GeForce GTX 1070,Nvidia,Windows 10,Intel,15.6,2.8,16,256,2.2,2694
Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16,128,2.2,1924
MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.6,8,128,2.2,1624
Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16,128,2.2,1594
Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.5,8,256,2.2,1539
Asus,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,17.3,2.5,12,128,2.2,1507
MSI,Hybrid,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,16,256,2.2,1429
Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,16,256,2.2,1341
MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8,128,2.2,1319
MSI,Hybrid,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,8,128,2.2,1311
Asus,HDD,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.6,8,1000,2.2,1286
MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8,128,2.2,1264
Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,16,256,2.2,1249
MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,128,2.2,1232
Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8,256,2.2,1231
HP,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,128,2.2,1209
HP,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8,128,2.2,1209
MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,128,2.2,1198
Toshiba,SSD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2.2,1147
MSI,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2.2,1131
MSI,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2.2,1098
Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8,128,2.2,1084
Asus,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8,1000,2.2,1044
Lenovo,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,3.6,12,512,2.2,1044
Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8,256,2.2,1011
Lenovo,HDD,Radeon 530,AMD,Windows 10,AMD,15.6,3.6,12,2000,2.2,989
Lenovo,HDD,GeForce 920MX,Nvidia,Windows 10,Intel,15.6,2.7,8,1000,2.2,989
Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8,256,2.2,957
Acer,SSD,GeForce MX150,Nvidia,Windows 10,Intel,15.6,1.8,8,256,2.2,925
MSI,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.7,8,1000,2.2,923
Acer,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8,256,2.2,915
Toshiba,HDD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.5,8,500,2.2,893
Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8,256,2.2,880
Lenovo,HDD,GeForce 920MX,Nvidia,Windows 10,Intel,15.6,2.7,4,1000,2.2,879
Fujitsu,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2.2,879
Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8,256,2.2,877
Lenovo,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,6,256,2.2,868
Dell,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,4,1000,2.2,854
Dell,SSD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8,256,2.2,824
Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,4,256,2.2,824
Acer,HDD,GeForce MX130,Nvidia,Windows 10,Intel,15.6,1.8,8,1000,2.2,820
Dell,SSD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.7,8,256,2.2,820
Fujitsu,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.2,813
Asus,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.2,813
Asus,HDD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.5,4,500,2.2,792
Asus,HDD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.5,4,500,2.2,792
Asus,HDD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.5,4,500,2.2,792
Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8,128,2.2,791
Lenovo,HDD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.7,8,1000,2.2,780
Acer,HDD,GeForce MX130,Nvidia,Windows 10,Intel,15.6,1.6,12,1000,2.2,763
Acer,HDD,GeForce MX150,Nvidia,Windows 10,Intel,15.6,1.8,8,1000,2.2,758
Lenovo,HDD,GeForce 920MX,Nvidia,No OS,Intel,15.6,2.7,8,1000,2.2,754
Acer,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4,256,2.2,750
Dell,SSD,Radeon 520,AMD,Linux,Intel,15.6,1.6,8,256,2.2,745
Dell,HDD,Radeon 520,AMD,Windows 10,Intel,15.6,1.6,8,1000,2.2,743
Lenovo,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,8,1000,2.2,736
Lenovo,HDD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.7,8,1000,2.2,725
Acer,SSD,Radeon RX 540,AMD,Windows 10,AMD,15.6,2.7,8,256,2.2,725
Dell,HDD,Radeon 520,AMD,Linux,Intel,15.6,1.6,8,1000,2.2,712
Acer,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,4,500,2.2,703
Lenovo,HDD,GeForce 920MX,Nvidia,No OS,Intel,15.6,2.5,8,500,2.2,692
Lenovo,SSD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.5,8,256,2.2,692
Acer,HDD,GeForce MX150,Nvidia,Windows 10,Intel,15.6,1.6,4,1000,2.2,674
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,12,1000,2.2,670
Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8,1000,2.2,660
Lenovo,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,3.6,6,256,2.2,657
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2.2,657
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,8,128,2.2,648
Acer,HDD,Radeon RX 540,AMD,Windows 10,AMD,15.6,2.5,8,1000,2.2,637
Lenovo,HDD,GeForce 920MX ,Nvidia,Windows 10,Intel,15.6,2,4,1000,2.2,637
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,6,256,2.2,637
Asus,Hybrid,Radeon R5 M430,AMD,Windows 10,AMD,15.6,2.5,4,128,2.2,633
Acer,SSD,GeForce MX130,Nvidia,Windows 10,Intel,15.6,2.7,4,256,2.2,629
Lenovo,HDD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.5,8,2000,2.2,604
Lenovo,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,3.6,6,256,2.2,604
Lenovo,SSD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,8,256,2.2,604
Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2,4,1000,2.2,600
Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.2,589
Acer,HDD,GeForce MX130,Nvidia,Windows 10,Intel,15.6,2.7,4,1000,2.2,583
Lenovo,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,8,2000,2.2,571
Lenovo,HDD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.4,8,1000,2.2,549
Lenovo,HDD,GeForce 920MX,Nvidia,No OS,Intel,15.6,2.5,4,1000,2.2,549
Lenovo,SSD,GeForce 920MX ,Nvidia,No OS,Intel,15.6,2,8,256,2.2,549
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,128,2.2,549
Dell,SSD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2,4,256,2.2,549
Dell,SSD,Radeon R5 M430,AMD,Linux,Intel,15.6,2,4,256,2.2,534
Lenovo,HDD,Radeon R5 M430,AMD,No OS,Intel,15.6,2,4,1000,2.2,527
Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4,1000,2.2,516
Acer,HDD,GeForce GTX 940MX,Nvidia,Windows 10,Intel,15.6,2,4,500,2.2,516
Lenovo,HDD,GeForce 920MX ,Nvidia,Windows 10,Intel,15.6,2,4,1000,2.2,515
Lenovo,SSD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4,128,2.2,515
Lenovo,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4,1000,2.2,514
Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,8,1000,2.2,505
Lenovo,HDD,GeForce 920MX ,Nvidia,No OS,Intel,15.6,2,8,2000,2.2,505
Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2,4,1000,2.2,494
Lenovo,SSD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4,256,2.2,488
Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4,500,2.2,488
Lenovo,HDD,Radeon R7,AMD,Windows 10,AMD,15.6,3.6,8,1000,2.2,472
Lenovo,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4,500,2.2,461
Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,500,2.2,450
Lenovo,SSD,R4 Graphics,AMD,Windows 10,AMD,15.6,2.5,4,128,2.2,439
Lenovo,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,2.9,4,256,2.2,439
Dell,HDD,HD Graphics,Intel,Linux,Intel,15.6,1.6,4,500,2.2,433
Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,2,500,2.2,417
Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,2,500,2.2,417
Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,2,500,2.2,417
Asus,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4,500,2.2,406
Asus,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4,500,2.2,406
Asus,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4,500,2.2,406
Asus,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4,500,2.2,406
Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4,500,2.2,406
Lenovo,SSD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4,128,2.2,406
Lenovo,HDD,HD Graphics 505,Intel,No OS,Intel,15.6,1.1,4,1000,2.2,396
Acer,Flash,HD Graphics,Intel,Chrome OS,Intel,15.6,1.5,4,16,2.2,395
Lenovo,SSD,Radeon R2 Graphics,AMD,Windows 10,AMD,15.6,2.2,4,128,2.2,384
Lenovo,SSD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4,128,2.2,384
Lenovo,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4,500,2.2,378
Lenovo,HDD,HD Graphics 405,Intel,No OS,Intel,15.6,1.6,8,1000,2.2,362
Dell,HDD,HD Graphics,Intel,Linux,Intel,15.6,1.6,4,500,2.2,356
Lenovo,HDD,HD Graphics 500,Intel,No OS,Intel,15.6,1.1,4,1000,2.2,354
Lenovo,HDD,Radeon R4 Graphics,AMD,No OS,AMD,15.6,2.9,4,500,2.2,340
Lenovo,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4,1000,2.2,340
Lenovo,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4,1000,2.2,337
Lenovo,HDD,Radeon R2 Graphics,AMD,Windows 10,AMD,15.6,2.2,4,500,2.2,329
Dell,HDD,HD Graphics,Intel,Linux,Intel,15.6,1.6,4,500,2.2,302
Acer,SSD,HD Graphics,Intel,Chrome OS,Intel,15.6,1.5,4,16,2.2,230
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2.191,1099
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,12,512,2.19,1429
HP,HDD,Radeon R5 M330,AMD,Windows 10,Intel,15.6,2.5,6,1000,2.19,840
HP,HDD,Radeon R5 M330,AMD,Windows 10,Intel,15.6,2.5,6,1000,2.19,840
HP,HDD,Radeon R5 M330,AMD,Windows 10,Intel,15.6,2.5,6,1000,2.19,840
Lenovo,HDD,Radeon R4,AMD,Windows 10,AMD,15.6,2,4,500,2.19,328
Acer,SSD,HD Graphics,Intel,Chrome OS,Intel,15.6,1.5,2,16,2.19,219
Lenovo,SSD,Quadro M520M,Nvidia,Windows 7,Intel,15.6,2.5,16,512,2.18,2041
Dell,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8,256,2.18,1111
Dell,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,4,128,2.18,1004
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.18,920
